recipe_title,ingredient_number,seq,token_name,pos,dep
Cheesecake al limone,10,1,Succo,NOUN,ROOT
Cheesecake al limone,10,2,di,ADP,case
Cheesecake al limone,10,3,limone,NOUN,nmod
Cheesecake al limone,10,4,60,NUM,nummod
Cheesecake al limone,10,5,g,X,punct
Cheesecake al limone,11,1,Amido,NOUN,ROOT
Cheesecake al limone,11,2,di,ADP,case
Cheesecake al limone,11,3,mais,NOUN,nmod
Cheesecake al limone,11,4,(,PUNCT,punct
Cheesecake al limone,11,5,maizena,PROPN,amod
Cheesecake al limone,11,6,),PUNCT,punct
Cheesecake al limone,11,7,15,NUM,nummod
Cheesecake al limone,11,8,g,CCONJ,punct
Cheesecake al limone,12,1,Acqua,NOUN,ROOT
Cheesecake al limone,12,2,100,NUM,nummod
Cheesecake al limone,12,3,g,CCONJ,punct
Cheesecake al limone,13,1,Zucchero,NOUN,ROOT
Cheesecake al limone,13,2,80,NUM,nummod
Cheesecake al limone,13,3,g,CCONJ,dep
Cheesecake al limone,14,1,Curcuma,NOUN,ROOT
Cheesecake al limone,14,2,in,ADP,case
Cheesecake al limone,14,3,polvere,NOUN,nmod
Cheesecake al limone,14,4,¼,ADJ,amod
Cheesecake al limone,14,5,cucchiaino,NOUN,nmod
Cheesecake al limone,15,1,Limoni,NOUN,ROOT
Cheesecake al limone,15,2,1,NUM,nummod
Cheesecake al limone,16,1,Menta,PROPN,det
Cheesecake al limone,16,2,q.b,NOUN,ROOT
Cheesecake al limone,16,3,.,PUNCT,punct
Cheesecake al limone,17,1,Zucchero,NOUN,ROOT
Cheesecake al limone,17,2,100,NUM,nummod
Cheesecake al limone,17,3,g,VERB,punct
Cheesecake al limone,18,1,Acqua,NOUN,ROOT
Cheesecake al limone,18,2,80,NUM,nummod
Torta di mele,1,1,Mele,PROPN,nsubj
Torta di mele,1,2,renette,VERB,ROOT
Torta di mele,1,3,(,PUNCT,punct
Torta di mele,1,4,700,NUM,nummod
Torta di mele,1,5,g,CCONJ,cc
Torta di mele,1,6,pulite,ADJ,conj
Torta di mele,1,7,),PUNCT,punct
Torta di mele,1,8,930,NUM,nummod
Torta di mele,1,9,g,X,dep
Torta di mele,2,1,Zucchero,NOUN,ROOT
Torta di mele,2,2,200,NUM,nummod
Torta di mele,2,3,g,CCONJ,punct
Torta di mele,3,1,Farina,PROPN,ROOT
Torta di mele,3,2,00,NUM,flat:name
Torta di mele,3,3,250,NUM,flat:name
Torta di mele,3,4,g,NUM,punct
Torta di mele,4,1,Burro,PROPN,ROOT
Torta di mele,4,2,100,NUM,nummod
Torta di mele,4,3,g,CCONJ,punct
Torta di mele,5,1,Latte,NOUN,ROOT
Torta di mele,5,2,intero,ADJ,amod
Torta di mele,5,3,(,PUNCT,punct
Torta di mele,5,4,a,ADP,case
Torta di mele,5,5,temperatura,NOUN,nmod
Torta di mele,5,6,ambiente,NOUN,compound
Torta di mele,5,7,),PUNCT,punct
Torta di mele,5,8,150,NUM,nummod
Torta di mele,5,9,g,CCONJ,dep
Torta di mele,6,1,Uova,NOUN,ROOT
Torta di mele,6,2,(,PUNCT,punct
Torta di mele,6,3,a,ADP,case
Torta di mele,6,4,temperatura,NOUN,nmod
Torta di mele,6,5,ambiente,NOUN,compound
Torta di mele,6,6,),PUNCT,punct
Torta di mele,6,7,2,NUM,ROOT
Torta di mele,7,1,Limoni,NOUN,ROOT
Torta di mele,7,2,1,NUM,nummod
Torta di mele,8,1,Lievito,VERB,ROOT
Torta di mele,8,2,in,ADP,case
Torta di mele,8,3,polvere,NOUN,obl
Torta di mele,8,4,per,ADP,case
Torta di mele,8,5,dolci,NOUN,obl
Torta di mele,8,6,16,NUM,nummod
Torta di mele,8,7,g,CCONJ,fixed
Torta di mele,9,1,Cannella,NOUN,ROOT
Torta di mele,9,2,in,ADP,case
Torta di mele,9,3,polvere,NOUN,nmod
Torta di mele,9,4,½,AUX,punct
Torta di mele,9,5,cucchiaino,ADJ,ROOT
Torta di mele,10,1,Sale,VERB,ROOT
Torta di mele,10,2,fino,ADP,case
Torta di mele,10,3,1,NUM,nummod
Torta di mele,10,4,pizzico,NOUN,amod
Torta di mele,11,1,Zucchero,NOUN,ROOT
Torta di mele,11,2,a,ADP,case
Torta di mele,11,3,velo,NOUN,advmod
Torta di mele,11,4,q.b,NOUN,obj
Torta di mele,11,5,.,PUNCT,punct
Salame di cioccolato,1,1,Cioccolato,VERB,ROOT
Salame di cioccolato,1,2,fondente,ADV,advmod
Salame di cioccolato,1,3,200,NUM,nummod
Salame di cioccolato,1,4,g,X,dep
Salame di cioccolato,2,1,Uova,PROPN,ROOT
Salame di cioccolato,2,2,(,PUNCT,punct
Salame di cioccolato,2,3,2,NUM,nummod
Salame di cioccolato,2,4,medie,NOUN,amod
Salame di cioccolato,2,5,),PUNCT,punct
Salame di cioccolato,2,6,105,NUM,conj
Salame di cioccolato,2,7,g,X,ROOT
Salame di cioccolato,3,1,Biscotti,PROPN,nsubj
Salame di cioccolato,3,2,secchi,VERB,ROOT
Salame di cioccolato,3,3,250,NUM,obj
Salame di cioccolato,3,4,g,DET,dep
Salame di cioccolato,4,1,Cacao,NOUN,ROOT
Salame di cioccolato,4,2,amaro,ADJ,amod
Salame di cioccolato,4,3,in,ADP,case
Salame di cioccolato,4,4,polvere,NOUN,nmod
Salame di cioccolato,4,5,10,NUM,nummod
Salame di cioccolato,4,6,g,X,fixed
Salame di cioccolato,5,1,Burro,PROPN,ROOT
Salame di cioccolato,5,2,(,PUNCT,punct
Salame di cioccolato,5,3,a,ADP,case
Salame di cioccolato,5,4,temperatura,NOUN,nmod
Salame di cioccolato,5,5,ambiente,NOUN,compound
Salame di cioccolato,5,6,),PUNCT,punct
Salame di cioccolato,5,7,150,NUM,nummod
Salame di cioccolato,5,8,g,CCONJ,punct
Salame di cioccolato,6,1,Zucchero,NOUN,ROOT
Salame di cioccolato,6,2,a,ADP,mark
Salame di cioccolato,6,3,velo,NOUN,punct
Salame di cioccolato,6,4,70,NUM,obj
Salame di cioccolato,6,5,g,CCONJ,dep
Salame di cioccolato,7,1,Rum,DET,ROOT
Salame di cioccolato,7,2,30,NUM,nummod
Salame di cioccolato,7,3,g,NUM,punct
Salame di cioccolato,8,1,Zucchero,NOUN,ROOT
Salame di cioccolato,8,2,a,ADP,case
Salame di cioccolato,8,3,velo,NOUN,advmod
Salame di cioccolato,8,4,q.b,NOUN,obj
Salame di cioccolato,8,5,.,PUNCT,punct
Focaccia (fügassa) alla genovese,1,1,Farina,PROPN,ROOT
Focaccia (fügassa) alla genovese,1,2,00,NUM,flat:name
Focaccia (fügassa) alla genovese,1,3,(,PUNCT,punct
Focaccia (fügassa) alla genovese,1,4,W=280,PROPN,nmod
Focaccia (fügassa) alla genovese,1,5,),PUNCT,punct
Focaccia (fügassa) alla genovese,1,6,400,NUM,conj
Focaccia (fügassa) alla genovese,1,7,g,X,punct
Focaccia (fügassa) alla genovese,2,1,Farina,PROPN,ROOT
Focaccia (fügassa) alla genovese,2,2,Manitoba,PROPN,flat:name
Focaccia (fügassa) alla genovese,2,3,(,PUNCT,punct
Focaccia (fügassa) alla genovese,2,4,W=400,PROPN,nmod
Focaccia (fügassa) alla genovese,2,5,),PUNCT,punct
Focaccia (fügassa) alla genovese,2,6,250,NUM,nummod
Focaccia (fügassa) alla genovese,2,7,g,CCONJ,punct
Focaccia (fügassa) alla genovese,3,1,Acqua,PROPN,ROOT
Focaccia (fügassa) alla genovese,3,2,(,PUNCT,punct
Focaccia (fügassa) alla genovese,3,3,a,ADP,case
Focaccia (fügassa) alla genovese,3,4,temperatura,NOUN,nmod
Focaccia (fügassa) alla genovese,3,5,ambiente,NOUN,compound
Focaccia (fügassa) alla genovese,3,6,),PUNCT,punct
Focaccia (fügassa) alla genovese,3,7,335,NUM,nummod
Focaccia (fügassa) alla genovese,3,8,g,X,ROOT
Focaccia (fügassa) alla genovese,4,1,Sale,VERB,ROOT
Focaccia (fügassa) alla genovese,4,2,fino,ADP,case
Focaccia (fügassa) alla genovese,4,3,13,NUM,nummod
Focaccia (fügassa) alla genovese,4,4,g,CCONJ,punct
Focaccia (fügassa) alla genovese,5,1,Malto,VERB,ROOT
Focaccia (fügassa) alla genovese,5,2,10,NUM,nummod
Focaccia (fügassa) alla genovese,5,3,g,X,punct
Focaccia (fügassa) alla genovese,6,1,Lievito,VERB,ROOT
Focaccia (fügassa) alla genovese,6,2,di,ADP,case
Focaccia (fügassa) alla genovese,6,3,birra,NOUN,nmod
Focaccia (fügassa) alla genovese,6,4,fresco,ADJ,amod
Focaccia (fügassa) alla genovese,6,5,18,NUM,nummod
Focaccia (fügassa) alla genovese,6,6,g,X,fixed
Focaccia (fügassa) alla genovese,7,1,Olio,PROPN,ROOT
Focaccia (fügassa) alla genovese,7,2,extravergine,ADJ,amod
Focaccia (fügassa) alla genovese,7,3,d',ADP,case
Focaccia (fügassa) alla genovese,7,4,oliva,NOUN,nmod
Focaccia (fügassa) alla genovese,7,5,30,NUM,nummod
Focaccia (fügassa) alla genovese,7,6,g,NOUN,punct
Focaccia (fügassa) alla genovese,8,1,Olio,PROPN,ROOT
Focaccia (fügassa) alla genovese,8,2,extravergine,ADJ,amod
Focaccia (fügassa) alla genovese,8,3,d',ADP,case
Focaccia (fügassa) alla genovese,8,4,oliva,NOUN,nmod
Focaccia (fügassa) alla genovese,8,5,30,NUM,nummod
Focaccia (fügassa) alla genovese,8,6,g,NOUN,punct
Focaccia (fügassa) alla genovese,9,1,Olio,PROPN,ROOT
Focaccia (fügassa) alla genovese,9,2,extravergine,ADJ,amod
Focaccia (fügassa) alla genovese,9,3,d',ADP,case
Focaccia (fügassa) alla genovese,9,4,oliva,NOUN,nmod
Focaccia (fügassa) alla genovese,9,5,60,NUM,nummod
Focaccia (fügassa) alla genovese,9,6,g,NOUN,punct
Focaccia (fügassa) alla genovese,10,1,Sale,NOUN,ROOT
Focaccia (fügassa) alla genovese,10,2,10,NUM,nummod
Focaccia (fügassa) alla genovese,10,3,g,X,punct
Focaccia (fügassa) alla genovese,11,1,Acqua,NOUN,ROOT
Focaccia (fügassa) alla genovese,11,2,200,NUM,nummod
Focaccia (fügassa) alla genovese,11,3,g,X,punct
Polpette al sugo,1,1,Manzo,PROPN,ROOT
Polpette al sugo,1,2,(,PUNCT,punct
Polpette al sugo,1,3,carne,NOUN,appos
Polpette al sugo,1,4,macinata,ADJ,amod
Polpette al sugo,1,5,),PUNCT,punct
Polpette al sugo,1,6,220,NUM,nummod
Polpette al sugo,1,7,g,CCONJ,punct
Polpette al sugo,2,1,Salsiccia,PROPN,ROOT
Polpette al sugo,2,2,165,NUM,nummod
Polpette al sugo,2,3,g,NUM,punct
Polpette al sugo,3,1,Pane,NOUN,ROOT
Polpette al sugo,3,2,raffermo,ADJ,amod
Polpette al sugo,3,3,mollica,ADJ,amod
Polpette al sugo,3,4,30,NUM,nummod
Polpette al sugo,3,5,g,NOUN,punct
Polpette al sugo,4,1,Parmigiano,PROPN,nsubj
Polpette al sugo,4,2,Reggiano,PROPN,flat:name
Polpette al sugo,4,3,DOP,PROPN,flat:name
Polpette al sugo,4,4,grattugiato,VERB,ROOT
Polpette al sugo,4,5,25,NUM,obj
Polpette al sugo,4,6,g,CCONJ,dep
Polpette al sugo,5,1,Uova,NOUN,ROOT
Polpette al sugo,5,2,1,NUM,nummod
Polpette al sugo,6,1,Prezzemolo,PROPN,nsubj
Polpette al sugo,6,2,tritato,VERB,ROOT
Polpette al sugo,6,3,1,NUM,nummod
Polpette al sugo,6,4,cucchiaio,NOUN,obj
Polpette al sugo,7,1,Origano,PROPN,advmod
Polpette al sugo,7,2,secco,VERB,ROOT
Polpette al sugo,7,3,1,NUM,dep
Polpette al sugo,7,4,pizzico,ADJ,obl
Polpette al sugo,8,1,Noce,NOUN,nsubj
Polpette al sugo,8,2,moscata,NOUN,aux
Polpette al sugo,8,3,grattugiata,VERB,ROOT
Polpette al sugo,8,4,1,NUM,nummod
Polpette al sugo,8,5,pizzico,ADJ,obl
Polpette al sugo,9,1,Sale,VERB,ROOT
Polpette al sugo,9,2,fino,ADP,case
Polpette al sugo,9,3,q.b,NOUN,nmod
Polpette al sugo,9,4,.,PUNCT,punct
Polpette al sugo,10,1,Pepe,NOUN,ROOT
Polpette al sugo,10,2,nero,ADJ,amod
Polpette al sugo,10,3,q.b,SYM,fixed
Polpette al sugo,10,4,.,PUNCT,punct
Polpette al sugo,11,1,Olio,PROPN,ROOT
Polpette al sugo,11,2,extravergine,ADJ,amod
Polpette al sugo,11,3,d',ADP,case
Polpette al sugo,11,4,oliva,NOUN,nmod
Polpette al sugo,11,5,q.b,PROPN,flat:foreign
Polpette al sugo,11,6,.,PUNCT,punct
Polpette al sugo,12,1,Passata,NOUN,ROOT
Polpette al sugo,12,2,di,ADP,case
Polpette al sugo,12,3,pomodoro,NOUN,obl
Polpette al sugo,12,4,350,NUM,nummod
Polpette al sugo,12,5,g,CCONJ,punct
Polpette al sugo,13,1,Acqua,PROPN,ROOT
Polpette al sugo,13,2,50,NUM,nummod
Polpette al sugo,13,3,g,CCONJ,punct
Polpette al sugo,14,1,Sale,VERB,ROOT
Polpette al sugo,14,2,fino,ADP,case
Polpette al sugo,14,3,5,NUM,nummod
Polpette al sugo,14,4,g,NOUN,dep
Polpette al sugo,15,1,Origano,ADV,nsubj
Polpette al sugo,15,2,secco,VERB,ROOT
Polpette al sugo,15,3, ,SPACE,dep
Polpette al sugo,15,4,q.b,NOUN,obj
Polpette al sugo,15,5,.,PUNCT,punct
Polpette al sugo,16,1,Pepe,NOUN,ROOT
Polpette al sugo,16,2,nero,ADJ,amod
Polpette al sugo,16,3,q.b,SYM,fixed
Polpette al sugo,16,4,.,PUNCT,punct
Couscous alle verdure,1,1,Couscous,PRON,nsubj
Couscous alle verdure,1,2,precotto,ADJ,ROOT
Couscous alle verdure,1,3, ,SPACE,dep
Couscous alle verdure,1,4,200,NUM,obj
Couscous alle verdure,1,5,g,CCONJ,dep
Couscous alle verdure,2,1,Brodo,NOUN,ROOT
Couscous alle verdure,2,2,vegetale,ADJ,amod
Couscous alle verdure,2,3,caldo,ADJ,amod
Couscous alle verdure,2,4,400,NUM,nummod
Couscous alle verdure,2,5,g,X,fixed
Couscous alle verdure,3,1,Curcuma,NOUN,ROOT
Couscous alle verdure,3,2,in,ADP,case
Couscous alle verdure,3,3,polvere,NOUN,nmod
Couscous alle verdure,3,4,1,NUM,nummod
Couscous alle verdure,3,5,cucchiaio,NOUN,flat:name
Couscous alle verdure,4,1,Olio,PROPN,ROOT
Couscous alle verdure,4,2,extravergine,ADJ,amod
Couscous alle verdure,4,3,d',ADP,case
Couscous alle verdure,4,4,oliva,NOUN,nmod
Couscous alle verdure,4,5,1,NUM,nmod
Couscous alle verdure,4,6,cucchiaio,NOUN,nmod
Couscous alle verdure,5,1,Sale,VERB,ROOT
Couscous alle verdure,5,2,fino,ADP,case
Couscous alle verdure,5,3,q.b,NOUN,nmod
Couscous alle verdure,5,4,.,PUNCT,punct
Couscous alle verdure,6,1,Melanzane,NOUN,ROOT
Couscous alle verdure,6,2,150,NUM,nummod
Couscous alle verdure,6,3,g,CCONJ,punct
Couscous alle verdure,7,1,Zucchine,NOUN,ROOT
Couscous alle verdure,7,2,150,NUM,nummod
Couscous alle verdure,7,3,g,CCONJ,punct
Couscous alle verdure,8,1,Carote,NOUN,ROOT
Couscous alle verdure,8,2,150,NUM,nummod
Couscous alle verdure,8,3,g,CCONJ,punct
Couscous alle verdure,9,1,Peperoni,PROPN,ROOT
Couscous alle verdure,9,2,rossi,PROPN,amod
Couscous alle verdure,9,3,150,NUM,flat:name
Couscous alle verdure,9,4,g,CCONJ,ROOT
Couscous alle verdure,10,1,Cipolle,NOUN,ROOT
Couscous alle verdure,10,2,rosse,ADJ,amod
Couscous alle verdure,10,3,100,NUM,nummod
Couscous alle verdure,10,4,g,CCONJ,punct
Couscous alle verdure,11,1,Pisellini,PROPN,ROOT
Couscous alle verdure,11,2,50,NUM,nummod
Couscous alle verdure,11,3,g,CCONJ,punct
Couscous alle verdure,12,1,Peperoncino,NOUN,ROOT
Couscous alle verdure,12,2,fresco,ADJ,amod
Couscous alle verdure,12,3,½,PROPN,nmod
Couscous alle verdure,13,1,Mandorle,PROPN,ROOT
Couscous alle verdure,13,2,in,ADP,case
Couscous alle verdure,13,3,scaglie,NOUN,nmod
Couscous alle verdure,13,4,20,NUM,nummod
Couscous alle verdure,13,5,g,CCONJ,punct
Couscous alle verdure,14,1,Aglio,NOUN,ROOT
Couscous alle verdure,14,2,1,NUM,nummod
Couscous alle verdure,14,3,spicchio,NOUN,ROOT
Couscous alle verdure,15,1,Basilico,PROPN,ROOT
Couscous alle verdure,15,2,q.b,PROPN,flat:name
Couscous alle verdure,15,3,.,PUNCT,punct
Couscous alle verdure,16,1,Olio,PROPN,ROOT
Couscous alle verdure,16,2,extravergine,ADJ,amod
Couscous alle verdure,16,3,d',ADP,case
Couscous alle verdure,16,4,oliva,NOUN,nmod
Couscous alle verdure,16,5,q.b,PROPN,flat:foreign
Couscous alle verdure,16,6,.,PUNCT,punct
Couscous alle verdure,17,1,Sale,VERB,ROOT
Couscous alle verdure,17,2,fino,ADP,case
Couscous alle verdure,17,3,q.b,NOUN,nmod
Couscous alle verdure,17,4,.,PUNCT,punct
Pasta alla gricia,1,1,Rigatoni,NOUN,ROOT
Pasta alla gricia,1,2,320,NUM,nummod
Pasta alla gricia,1,3,g,DET,ROOT
Pasta alla gricia,2,1,Guanciale,PROPN,ROOT
Pasta alla gricia,2,2,(,PUNCT,punct
Pasta alla gricia,2,3,già,ADV,advmod
Pasta alla gricia,2,4,pepato,VERB,acl
Pasta alla gricia,2,5,),PUNCT,punct
Pasta alla gricia,2,6,250,NUM,nummod
Pasta alla gricia,2,7,g,CCONJ,ROOT
Pasta alla gricia,3,1,Pecorino,PROPN,ROOT
Pasta alla gricia,3,2,Romano,PROPN,flat:name
Pasta alla gricia,3,3,DOP,PROPN,flat:name
Pasta alla gricia,3,4,da,ADP,mark
Pasta alla gricia,3,5,grattugiare,VERB,acl
Pasta alla gricia,3,6,60,NUM,obj
Pasta alla gricia,3,7,g,X,punct
Pasta alla gricia,4,1,Sale,VERB,ROOT
Pasta alla gricia,4,2,fino,ADP,case
Pasta alla gricia,4,3,q.b,NOUN,nmod
Pasta alla gricia,4,4,.,PUNCT,punct
Pasta alla gricia,5,1,Pepe,NOUN,ROOT
Pasta alla gricia,5,2,nero,ADJ,amod
Pasta alla gricia,5,3,q.b,SYM,fixed
Pasta alla gricia,5,4,.,PUNCT,punct
Hummus,1,1,Ceci,NOUN,nmod
Hummus,1,2,precotti,ADJ,amod
Hummus,1,3,(,PUNCT,punct
Hummus,1,4,peso,NOUN,ROOT
Hummus,1,5,sgocciolato,ADJ,amod
Hummus,1,6,),PUNCT,punct
Hummus,1,7,500,NUM,amod
Hummus,1,8,g,CCONJ,punct
Hummus,2,1,Succo,NOUN,ROOT
Hummus,2,2,di,ADP,case
Hummus,2,3,limone,NOUN,nmod
Hummus,2,4,90,NUM,nummod
Hummus,2,5,g,X,punct
Hummus,3,1,Tahina,VERB,ROOT
Hummus,3,2,70,NUM,nummod
Hummus,3,3,g,X,punct
Hummus,4,1,Aglio,PROPN,ROOT
Hummus,4,2,(,PUNCT,punct
Hummus,4,3,facoltativo,NOUN,nmod
Hummus,4,4,),PUNCT,punct
Hummus,4,5,1,NUM,nummod
Hummus,4,6,spicchio,NOUN,conj
Hummus,5,1,Olio,PROPN,ROOT
Hummus,5,2,extravergine,ADJ,amod
Hummus,5,3,d',ADP,case
Hummus,5,4,oliva,NOUN,nmod
Hummus,5,5,50,NUM,nummod
Hummus,5,6,g,CCONJ,punct
Hummus,6,1,Acqua,PROPN,ROOT
Hummus,6,2,q.b,SYM,nummod
Hummus,6,3,.,PUNCT,punct
Hummus,7,1,Sale,VERB,ROOT
Hummus,7,2,fino,ADP,case
Hummus,7,3,q.b,NOUN,nmod
Hummus,7,4,.,PUNCT,punct
Hummus,8,1,Paprika,DET,det
Hummus,8,2,dolce,ADJ,amod
Hummus,8,3,q.b,NOUN,ROOT
Hummus,8,4,.,PUNCT,punct
Hummus,9,1,Prezzemolo,PROPN,ROOT
Hummus,9,2,q.b,PROPN,flat:name
Hummus,9,3,.,PUNCT,punct
Hummus,10,1,Olio,PROPN,ROOT
Hummus,10,2,extravergine,ADJ,amod
Hummus,10,3,d',ADP,case
Hummus,10,4,oliva,NOUN,nmod
Hummus,10,5,q.b,PROPN,flat:foreign
Hummus,10,6,.,PUNCT,punct
Hummus,11,1,Pepe,NOUN,ROOT
Hummus,11,2,nero,ADJ,amod
Hummus,11,3,q.b,SYM,fixed
Hummus,11,4,.,PUNCT,punct
Hummus,12,1,Semi,NOUN,ROOT
Hummus,12,2,di,ADP,case
Hummus,12,3,sesamo,NOUN,nmod
Hummus,12,4,100,NUM,nummod
Hummus,12,5,g,CCONJ,punct
Hummus,13,1,Olio,NOUN,ROOT
Hummus,13,2,di,ADP,case
Hummus,13,3,sesamo,NOUN,nmod
Hummus,13,4,30,NUM,nummod
Hummus,13,5,g,NUM,punct
Hummus,14,1,Acqua,NOUN,ROOT
Hummus,14,2,calda,ADJ,amod
Hummus,14,3, ,SPACE,dep
Hummus,14,4,q.b,NOUN,nmod
Hummus,14,5,.,PUNCT,punct
Hummus,15,1,Sale,VERB,ROOT
Hummus,15,2,fino,ADP,case
Hummus,15,3,q.b,NOUN,nmod
Hummus,15,4,.,PUNCT,punct
Cheesecake ai frutti di bosco,1,1,Biscotti,PROPN,ROOT
Cheesecake ai frutti di bosco,1,2,Digestive,PROPN,flat:name
Cheesecake ai frutti di bosco,1,3,180,NUM,flat:name
Cheesecake ai frutti di bosco,1,4,g,PROPN,flat:name
Cheesecake ai frutti di bosco,2,1,Burro,PROPN,ROOT
Cheesecake ai frutti di bosco,2,2,100,NUM,nummod
Cheesecake ai frutti di bosco,2,3,g,CCONJ,punct
Cheesecake ai frutti di bosco,3,1,Ricotta,PROPN,nsubj
Cheesecake ai frutti di bosco,3,2,vaccina,VERB,ROOT
Cheesecake ai frutti di bosco,3,3,500,NUM,advmod
Cheesecake ai frutti di bosco,3,4,g,DET,punct
Cheesecake ai frutti di bosco,4,1,Formaggio,PROPN,ROOT
Cheesecake ai frutti di bosco,4,2,fresco,ADJ,amod
Cheesecake ai frutti di bosco,4,3,spalmabile,ADJ,amod
Cheesecake ai frutti di bosco,4,4,250,NUM,nummod
Cheesecake ai frutti di bosco,4,5,g,PROPN,punct
Cheesecake ai frutti di bosco,5,1,Panna,PROPN,ROOT
Cheesecake ai frutti di bosco,5,2,fresca,ADJ,amod
Cheesecake ai frutti di bosco,5,3,liquida,NOUN,nmod
Cheesecake ai frutti di bosco,5,4,100,NUM,nummod
Cheesecake ai frutti di bosco,5,5,g,CCONJ,punct
Cheesecake ai frutti di bosco,6,1,Zucchero,NOUN,ROOT
Cheesecake ai frutti di bosco,6,2,a,ADP,case
Cheesecake ai frutti di bosco,6,3,velo,VERB,advmod
Cheesecake ai frutti di bosco,6,4,150,NUM,obj
Cheesecake ai frutti di bosco,6,5,g,CCONJ,dep
Cheesecake ai frutti di bosco,7,1,Gelatina,PROPN,ROOT
Cheesecake ai frutti di bosco,7,2,in,ADP,case
Cheesecake ai frutti di bosco,7,3,fogli,NOUN,nmod
Cheesecake ai frutti di bosco,7,4,10,NUM,nummod
Cheesecake ai frutti di bosco,7,5,g,X,punct
Cheesecake ai frutti di bosco,8,1,Scorza,NOUN,ROOT
Cheesecake ai frutti di bosco,8,2,di,ADP,case
Cheesecake ai frutti di bosco,8,3,limone,NOUN,nmod
Cheesecake ai frutti di bosco,8,4,1,NUM,nummod
Cheesecake ai frutti di bosco,9,1,More,PROPN,ROOT
Cheesecake ai frutti di bosco,9,2,190,NUM,nummod
Cheesecake ai frutti di bosco,9,3,g,CCONJ,punct
Cheesecake ai frutti di bosco,10,1,Mirtilli,PROPN,ROOT
Cheesecake ai frutti di bosco,10,2,180,NUM,flat:name
Cheesecake ai frutti di bosco,10,3,g,PROPN,flat:name
Cheesecake ai frutti di bosco,11,1,Lamponi,PROPN,ROOT
Cheesecake ai frutti di bosco,11,2,180,NUM,nummod
Cheesecake ai frutti di bosco,11,3,g,CCONJ,punct
Cheesecake ai frutti di bosco,12,1,Ribes,VERB,ROOT
Cheesecake ai frutti di bosco,12,2,135,NUM,nummod
Cheesecake ai frutti di bosco,12,3,g,X,punct
Cheesecake ai frutti di bosco,13,1,Zucchero,NOUN,ROOT
Cheesecake ai frutti di bosco,13,2,a,ADP,case
Cheesecake ai frutti di bosco,13,3,velo,VERB,advmod
Cheesecake ai frutti di bosco,13,4,100,NUM,obj
Cheesecake ai frutti di bosco,13,5,g,CCONJ,nummod
Cheesecake ai frutti di bosco,14,1,Succo,NOUN,ROOT
Cheesecake ai frutti di bosco,14,2,di,ADP,case
Cheesecake ai frutti di bosco,14,3,limone,NOUN,nmod
Cheesecake ai frutti di bosco,14,4,70,NUM,nummod
Cheesecake ai frutti di bosco,14,5,g,CCONJ,punct
Cheesecake ai frutti di bosco,15,1,Amido,NOUN,ROOT
Cheesecake ai frutti di bosco,15,2,di,ADP,case
Cheesecake ai frutti di bosco,15,3,mais,NOUN,nmod
Cheesecake ai frutti di bosco,15,4,(,PUNCT,punct
Cheesecake ai frutti di bosco,15,5,maizena,PROPN,amod
Cheesecake ai frutti di bosco,15,6,),PUNCT,punct
Cheesecake ai frutti di bosco,15,7,35,NUM,nummod
Cheesecake ai frutti di bosco,15,8,g,NOUN,dep
Cheesecake ai frutti di bosco,16,1,Frutti,NOUN,ROOT
Cheesecake ai frutti di bosco,16,2,di,ADP,case
Cheesecake ai frutti di bosco,16,3,bosco,PROPN,nmod
Cheesecake ai frutti di bosco,16,4,280,NUM,nummod
Cheesecake ai frutti di bosco,16,5,g,PROPN,punct
Cheesecake ai frutti di bosco,17,1,Frutti,NOUN,ROOT
Cheesecake ai frutti di bosco,17,2,di,ADP,case
Cheesecake ai frutti di bosco,17,3,bosco,PROPN,nmod
Cheesecake ai frutti di bosco,17,4,50,NUM,flat:name
Cheesecake ai frutti di bosco,17,5,g,CCONJ,punct
Cheesecake ai frutti di bosco,18,1,Menta,PROPN,det
Cheesecake ai frutti di bosco,18,2,q.b,NOUN,ROOT
Cheesecake ai frutti di bosco,18,3,.,PUNCT,punct
Besciamella,1,1,Latte,NOUN,ROOT
Besciamella,1,2,intero,ADJ,amod
Besciamella,1,3,1,NUM,nmod
Besciamella,1,4,l,DET,punct
Besciamella,2,1,Burro,PROPN,ROOT
Besciamella,2,2,100,NUM,nummod
Besciamella,2,3,g,CCONJ,punct
Besciamella,3,1,Farina,PROPN,ROOT
Besciamella,3,2,00,NUM,flat:name
Besciamella,3,3,100,NUM,flat:name
Besciamella,3,4,g,CCONJ,punct
Besciamella,4,1,Sale,VERB,ROOT
Besciamella,4,2,fino,ADP,case
Besciamella,4,3,1,NUM,nummod
Besciamella,4,4,pizzico,NOUN,amod
Besciamella,5,1,Noce,NOUN,ROOT
Besciamella,5,2,moscata,VERB,acl
Besciamella,5,3,da,ADP,mark
Besciamella,5,4,grattugiare,VERB,xcomp
Besciamella,5,5, ,SPACE,dep
Besciamella,5,6,q.b,NOUN,obj
Besciamella,5,7,.,PUNCT,punct
Guacamole,1,1,Avocado,ADV,ROOT
Guacamole,1,2,(,PUNCT,punct
Guacamole,1,3,2,NUM,nummod
Guacamole,1,4,),PUNCT,punct
Guacamole,1,5,500,NUM,amod
Guacamole,1,6,g,CCONJ,punct
Guacamole,2,1,Cipolle,NOUN,ROOT
Guacamole,2,2,bianche,ADJ,amod
Guacamole,2,3,(,PUNCT,punct
